n,x,y,val,xT,yT
13296.0000,-2.0272,2.3127,0,NaN,NaN
13297.0000,-2.0389,2.3127,0,NaN,NaN
13298.0000,-2.0507,2.3156,0,NaN,NaN
13299.0000,-2.0536,2.3185,0,NaN,NaN
13300.0000,-2.0507,2.3185,0,NaN,NaN
13301.0000,-2.0419,2.3097,0,NaN,NaN
13302.0000,-2.0331,2.3038,0,NaN,NaN
13303.0000,-2.0301,2.2980,0,NaN,NaN
13304.0000,-2.0301,2.3009,0,NaN,NaN
13305.0000,-2.0301,2.3038,0,NaN,NaN
13306.0000,-2.0272,2.3038,0,NaN,NaN
13307.0000,-2.0213,2.3038,0,NaN,NaN
13308.0000,-2.0155,2.3038,0,NaN,NaN
13309.0000,-2.0184,2.3038,0,NaN,NaN
13310.0000,-2.0184,2.3068,0,NaN,NaN
13311.0000,-2.0184,2.3097,0,NaN,NaN
13312.0000,-2.0184,2.3009,0,NaN,NaN
13313.0000,-2.0213,2.2950,0,NaN,NaN
13314.0000,-2.0213,2.2921,0,NaN,NaN
13315.0000,-2.0213,2.2980,0,NaN,NaN
13316.0000,-2.0184,2.3009,0,NaN,NaN
13317.0000,-2.0155,2.3038,0,NaN,NaN
13318.0000,-2.0243,2.3038,0,NaN,NaN
13319.0000,-2.0331,2.3009,0,NaN,NaN
13320.0000,-2.0419,2.2921,0,NaN,NaN
13321.0000,-2.0360,2.2832,0,NaN,NaN
13322.0000,-2.0301,2.2744,0,NaN,NaN
13323.0000,-2.0272,2.2656,0,NaN,NaN
13324.0000,-2.0243,2.2656,0,NaN,NaN
13325.0000,-2.0243,2.2715,0,NaN,NaN
13326.0000,-2.0301,2.2744,0,NaN,NaN
13327.0000,-2.0389,2.2744,0,NaN,NaN
13328.0000,-2.0477,2.2744,0,NaN,NaN
13329.0000,-2.0477,2.2744,0,NaN,NaN
13330.0000,-2.0419,2.2744,0,NaN,NaN
13331.0000,-2.0419,2.2715,0,NaN,NaN
13332.0000,-2.0419,2.2685,0,NaN,NaN
13333.0000,-2.0448,2.2626,0,NaN,NaN
13334.0000,-2.0477,2.2626,0,NaN,NaN
13335.0000,-2.0507,2.2685,0,NaN,NaN
13336.0000,-2.0360,2.2715,0,NaN,NaN
13337.0000,-2.0213,2.2774,0,NaN,NaN
13338.0000,-2.0037,2.2774,0,NaN,NaN
13339.0000,-2.0067,2.2803,0,NaN,NaN
13340.0000,-2.0125,2.2832,0,NaN,NaN
13341.0000,-2.0184,2.2862,0,NaN,NaN
13342.0000,-2.0213,2.2862,0,NaN,NaN
13343.0000,-2.0213,2.2862,0,NaN,NaN
13344.0000,-2.0213,2.2862,0,NaN,NaN
13345.0000,-2.0184,2.2832,0,NaN,NaN
13346.0000,-2.0184,2.2774,0,NaN,NaN
13347.0000,-2.0184,2.2744,0,NaN,NaN
13348.0000,-2.0213,2.2744,0,NaN,NaN
13349.0000,-2.0213,2.2774,0,NaN,NaN
13350.0000,-2.0155,2.2744,0,NaN,NaN
13351.0000,-2.0067,2.2744,0,NaN,NaN
13352.0000,-2.0008,2.2744,0,NaN,NaN
13353.0000,-2.0037,2.2715,0,NaN,NaN
13354.0000,-2.0067,2.2715,0,NaN,NaN
13355.0000,-2.0008,2.2715,0,NaN,NaN
13356.0000,-1.9949,2.2685,0,NaN,NaN
13357.0000,-1.9949,2.2656,0,NaN,NaN
13358.0000,-1.9949,2.2626,0,NaN,NaN
13359.0000,-1.9949,2.2626,0,NaN,NaN
13360.0000,-1.9949,2.2626,0,NaN,NaN
13361.0000,-1.9949,2.2626,0,NaN,NaN
13362.0000,-1.9949,2.2626,0,NaN,NaN
13363.0000,-1.9949,2.2656,0,NaN,NaN
13364.0000,-1.9890,2.2685,0,NaN,NaN
13365.0000,-1.9832,2.2626,0,NaN,NaN
13366.0000,-1.9802,2.2597,0,NaN,NaN
13367.0000,-1.9890,2.2568,0,NaN,NaN
13368.0000,-1.9949,2.2568,0,NaN,NaN
13369.0000,-1.9949,2.2568,0,NaN,NaN
13370.0000,-1.9861,2.2597,0,NaN,NaN
13371.0000,-1.9773,2.2656,0,NaN,NaN
13372.0000,-1.9773,2.2626,0,NaN,NaN
13373.0000,-1.9714,2.2568,0,NaN,NaN
13374.0000,-1.9656,2.2450,0,NaN,NaN
13375.0000,-1.9597,2.2450,0,NaN,NaN
13376.0000,-1.9626,2.2421,0,NaN,NaN
13377.0000,-1.9656,2.2421,0,NaN,NaN
13378.0000,-1.9538,2.2421,0,NaN,NaN
13379.0000,-1.9421,2.2421,0,NaN,NaN
13380.0000,-1.9186,2.2421,0,NaN,NaN
13381.0000,-1.8922,2.2450,0,NaN,NaN
13382.0000,-1.8540,2.2479,0,NaN,NaN
13383.0000,-1.8246,2.2509,0,NaN,NaN
13384.0000,-1.7953,2.2744,0,NaN,NaN
13385.0000,-1.7630,2.2950,0,NaN,NaN
13386.0000,-1.6954,2.3185,0,NaN,NaN
13387.0000,-1.6014,2.3215,0,NaN,NaN
13388.0000,-1.4605,2.3244,0,NaN,NaN
13389.0000,-1.3077,2.3421,0,NaN,NaN
13390.0000,-1.1373,2.3568,0,NaN,NaN
13391.0000,-0.9992,2.3774,0,NaN,NaN
13392.0000,-0.9023,2.3891,0,NaN,NaN
13393.0000,-0.8288,2.4127,0,NaN,NaN
13394.0000,-0.7788,2.4333,0,NaN,NaN
13395.0000,-0.7201,2.4450,0,NaN,NaN
13396.0000,-0.6730,2.4450,0,NaN,NaN
13397.0000,-0.6290,2.4421,0,NaN,NaN
13398.0000,-0.5908,2.4480,0,NaN,NaN
13399.0000,-0.5643,2.4539,0,NaN,NaN
13400.0000,-0.5437,2.4627,0,NaN,NaN
13401.0000,-0.5320,2.4627,0,NaN,NaN
13402.0000,-0.5232,2.4627,0,NaN,NaN
13403.0000,-0.5232,2.4656,0,NaN,NaN
13404.0000,-0.5143,2.4744,0,NaN,NaN
13405.0000,-0.5085,2.4833,0,NaN,NaN
13406.0000,-0.5085,2.4891,0,NaN,NaN
13407.0000,-0.5114,2.4862,0,NaN,NaN
13408.0000,-0.5085,2.4862,0,NaN,NaN
13409.0000,-0.5026,2.4891,0,NaN,NaN
13410.0000,-0.5085,2.4980,0,NaN,NaN
13411.0000,-0.5202,2.5009,0,NaN,NaN
13412.0000,-0.5290,2.4980,0,NaN,NaN
13413.0000,-0.5408,2.4921,0,NaN,NaN
13414.0000,-0.5555,2.4862,0,NaN,NaN
13415.0000,-0.5614,2.4862,0,NaN,NaN
13416.0000,-0.5526,2.4833,0,NaN,NaN
13417.0000,-0.5467,2.4744,0,NaN,NaN
13418.0000,-0.5467,2.4656,0,NaN,NaN
13419.0000,-0.5467,2.4568,0,NaN,NaN
13420.0000,-0.5437,2.4539,0,NaN,NaN
13421.0000,-0.5408,2.4539,0,NaN,NaN
13422.0000,-0.5408,2.4597,0,NaN,NaN
13423.0000,-0.5408,2.4656,0,NaN,NaN
13424.0000,-0.5408,2.4715,0,NaN,NaN
13425.0000,-0.5408,2.4686,0,NaN,NaN
13426.0000,-0.5379,2.4597,0,NaN,NaN
13427.0000,-0.5349,2.4509,0,NaN,NaN
13428.0000,-0.5379,2.4391,0,NaN,NaN
13429.0000,-0.5408,2.4362,0,NaN,NaN
13430.0000,-0.5379,2.4391,0,NaN,NaN
13431.0000,-0.5290,2.4421,0,NaN,NaN
13432.0000,-0.5261,2.4450,0,NaN,NaN
13433.0000,-0.5320,2.4450,0,NaN,NaN
13434.0000,-0.5379,2.4539,0,NaN,NaN
13435.0000,-0.5408,2.4656,0,NaN,NaN
13436.0000,-0.5379,2.4774,0,NaN,NaN
13437.0000,-0.5290,2.4803,0,NaN,NaN
13438.0000,-0.5232,2.4774,0,NaN,NaN
13439.0000,-0.5261,2.4686,0,NaN,NaN
13440.0000,-0.5320,2.4627,0,NaN,NaN
13441.0000,-0.5408,2.4597,0,NaN,NaN
13442.0000,-0.5379,2.4539,0,NaN,NaN
13443.0000,-0.5379,2.4509,0,NaN,NaN
13444.0000,-0.5379,2.4450,0,NaN,NaN
13445.0000,-0.5408,2.4450,0,NaN,NaN
13446.0000,-0.5437,2.4450,0,NaN,NaN
13447.0000,-0.5467,2.4509,0,NaN,NaN
13448.0000,-0.5467,2.4568,0,NaN,NaN
13449.0000,-0.5467,2.4597,0,NaN,NaN
13450.0000,-0.5437,2.4597,0,NaN,NaN
13451.0000,-0.5379,2.4568,0,NaN,NaN
13452.0000,-0.5290,2.4568,0,NaN,NaN
13453.0000,-0.5232,2.4539,0,NaN,NaN
13454.0000,-0.5261,2.4509,0,NaN,NaN
13455.0000,-0.5261,2.4480,0,NaN,NaN
13456.0000,-0.5261,2.4539,0,NaN,NaN
13457.0000,-0.5261,2.4597,0,NaN,NaN
13458.0000,-0.5261,2.4627,0,NaN,NaN
13459.0000,-0.5290,2.4627,0,NaN,NaN
13460.0000,-0.5349,2.4568,0,NaN,NaN
13461.0000,-0.5408,2.4597,0,NaN,NaN
13462.0000,-0.5408,2.4597,0,NaN,NaN
13463.0000,-0.5349,2.4597,0,NaN,NaN
13464.0000,-0.5290,2.4568,0,NaN,NaN
13465.0000,-0.5290,2.4568,0,NaN,NaN
13466.0000,-0.5320,2.4597,0,NaN,NaN
13467.0000,-0.5349,2.4597,0,NaN,NaN
13468.0000,-0.5290,2.4656,0,NaN,NaN
13469.0000,-0.5202,2.4686,0,NaN,NaN
13470.0000,-0.5114,2.4597,0,NaN,NaN
13471.0000,-0.5114,2.4450,0,NaN,NaN
13472.0000,-0.5173,2.4333,0,NaN,NaN
13473.0000,-0.5202,2.4421,0,NaN,NaN
13474.0000,-0.5232,2.4480,0,NaN,NaN
13475.0000,-0.5232,2.4480,0,NaN,NaN
13476.0000,-0.5202,2.4421,0,NaN,NaN
13477.0000,-0.5202,2.4362,0,NaN,NaN
13478.0000,-0.5202,2.4362,0,NaN,NaN
13479.0000,-0.5232,2.4333,0,NaN,NaN
13480.0000,-0.5261,2.4333,0,NaN,NaN
13481.0000,-0.5290,2.4333,0,NaN,NaN
13482.0000,-0.5349,2.4333,0,NaN,NaN
13483.0000,-0.5349,2.4362,0,NaN,NaN
13484.0000,-0.5320,2.4362,0,NaN,NaN
13485.0000,-0.5349,2.4333,0,NaN,NaN
13486.0000,-0.5379,2.4333,0,NaN,NaN
13487.0000,-0.5408,2.4303,0,NaN,NaN
13488.0000,-0.5379,2.4274,0,NaN,NaN
13489.0000,-0.5349,2.4244,0,NaN,NaN
13490.0000,-0.5320,2.4215,0,NaN,NaN
13491.0000,-0.5320,2.4274,0,NaN,NaN
13492.0000,-0.5320,2.4362,0,NaN,NaN
13493.0000,-0.5320,2.4450,0,NaN,NaN
13494.0000,-0.5320,2.4480,0,NaN,NaN
13495.0000,-0.5320,2.4480,0,NaN,NaN
13496.0000,-0.5320,2.4509,0,NaN,NaN
13497.0000,-0.5320,2.4539,0,NaN,NaN
13498.0000,-0.5320,2.4539,0,NaN,NaN
13499.0000,-0.5320,2.4539,0,NaN,NaN
13500.0000,-0.5320,2.4480,0,NaN,NaN
13501.0000,-0.5290,2.4391,0,NaN,NaN
13502.0000,-0.5232,2.4333,0,NaN,NaN
13503.0000,-0.5202,2.4391,0,NaN,NaN
13504.0000,-0.5290,2.4480,0,NaN,NaN
13505.0000,-0.5349,2.4539,0,NaN,NaN
13506.0000,-0.5379,2.4509,0,NaN,NaN
13507.0000,-0.5379,2.4627,0,NaN,NaN
13508.0000,-0.5408,2.4715,0,NaN,NaN
13509.0000,-0.5349,2.4862,0,NaN,NaN
13510.0000,-0.5290,2.4891,0,NaN,NaN
13511.0000,-0.5232,2.4891,0,NaN,NaN
13512.0000,-0.5232,2.4891,0,NaN,NaN
13513.0000,-0.5261,2.4891,0,NaN,NaN
13514.0000,-0.5290,2.4891,0,NaN,NaN
13515.0000,-0.5290,2.4891,0,NaN,NaN
13516.0000,-0.5320,2.4891,0,NaN,NaN
13517.0000,-0.5320,2.4833,0,NaN,NaN
13518.0000,-0.5320,2.4774,0,NaN,NaN
13519.0000,-0.5290,2.4715,0,NaN,NaN
13520.0000,-0.5349,2.4774,0,NaN,NaN
13521.0000,-0.5379,2.4833,0,NaN,NaN
13522.0000,-0.5437,2.4891,0,NaN,NaN
13523.0000,-0.5379,2.4921,0,NaN,NaN
13524.0000,-0.5349,2.4833,0,NaN,NaN
13525.0000,-0.5320,2.4744,0,NaN,NaN
13526.0000,-0.5290,2.4627,0,NaN,NaN
13527.0000,-0.5232,2.4627,0,NaN,NaN
13528.0000,-0.5202,2.4744,0,NaN,NaN
13529.0000,-0.5173,2.4833,0,NaN,NaN
13530.0000,-0.5143,2.4921,0,NaN,NaN
13531.0000,-0.5143,2.4921,0,NaN,NaN
13532.0000,-0.5143,2.4950,0,NaN,NaN
13533.0000,-0.5114,2.4980,0,NaN,NaN
13534.0000,-0.5114,2.5009,0,NaN,NaN
13535.0000,-0.5055,2.5009,0,NaN,NaN
13536.0000,-0.5026,2.5009,0,NaN,NaN
13537.0000,-0.5026,2.5009,0,NaN,NaN
13538.0000,-0.5114,2.5039,0,NaN,NaN
13539.0000,-0.5173,2.5068,0,NaN,NaN
13540.0000,-0.5202,2.5068,0,NaN,NaN
13541.0000,-0.5173,2.5068,0,NaN,NaN
13542.0000,-0.5173,2.5039,0,NaN,NaN
13543.0000,-0.5143,2.5039,0,NaN,NaN
13544.0000,-0.5114,2.5009,0,NaN,NaN
13545.0000,-0.5085,2.4980,0,NaN,NaN
13546.0000,-0.5055,2.4980,0,NaN,NaN
13547.0000,-0.5026,2.5009,0,NaN,NaN
13548.0000,-0.4908,2.5068,0,NaN,NaN
13549.0000,-0.4820,2.5097,0,NaN,NaN
13550.0000,-0.4761,2.5186,0,NaN,NaN
13551.0000,-0.4791,2.5274,0,NaN,NaN
13552.0000,-0.4791,2.5274,0,NaN,NaN
13553.0000,-0.4791,2.5186,0,NaN,NaN
13554.0000,-0.4791,2.5097,0,NaN,NaN
13555.0000,-0.4791,2.5097,0,NaN,NaN
13556.0000,-0.4732,2.5097,0,NaN,NaN
13557.0000,-0.4703,2.5068,0,NaN,NaN
13558.0000,-0.4644,2.5039,0,NaN,NaN
13559.0000,-0.4644,2.5068,0,NaN,NaN
13560.0000,-0.4644,2.5186,0,NaN,NaN
13561.0000,-0.4585,2.5274,0,NaN,NaN
13562.0000,-0.4526,2.5274,0,NaN,NaN
13563.0000,-0.4526,2.5244,0,NaN,NaN
13564.0000,-0.4556,2.5244,0,NaN,NaN
13565.0000,-0.4526,2.5303,0,NaN,NaN
13566.0000,-0.4379,2.5391,0,NaN,NaN
13567.0000,-0.4232,2.5391,0,NaN,NaN
13568.0000,-0.4203,2.5333,0,NaN,NaN
13569.0000,-0.4291,2.5274,0,NaN,NaN
13570.0000,-0.4350,2.5274,0,NaN,NaN
13571.0000,-0.4379,2.5274,0,NaN,NaN
13572.0000,-0.4379,2.5274,0,NaN,NaN
13573.0000,-0.4379,2.5274,0,NaN,NaN
13574.0000,-0.4379,2.5274,0,NaN,NaN
13575.0000,-0.4379,2.5391,0,NaN,NaN
13576.0000,-0.4438,2.5509,0,NaN,NaN
13577.0000,-0.4467,2.5509,0,NaN,NaN
13578.0000,-0.4438,2.5391,0,NaN,NaN
13579.0000,-0.4350,2.5244,0,NaN,NaN
13580.0000,-0.4262,2.5244,0,NaN,NaN
13581.0000,-0.4232,2.5244,0,NaN,NaN
13582.0000,-0.4203,2.5244,0,NaN,NaN
13583.0000,-0.4232,2.5274,0,NaN,NaN
13584.0000,-0.4262,2.5274,0,NaN,NaN
13585.0000,-0.4262,2.5303,0,NaN,NaN
13586.0000,-0.4262,2.5303,0,NaN,NaN
13587.0000,-0.4321,2.5303,0,NaN,NaN
13588.0000,-0.4497,2.5303,0,NaN,NaN
13589.0000,-0.4644,2.5333,0,NaN,NaN
13590.0000,-0.4585,2.5333,0,NaN,NaN
13591.0000,-0.4497,2.5303,0,NaN,NaN
13592.0000,-0.4379,2.5303,0,NaN,NaN
13593.0000,-0.4350,2.5274,0,NaN,NaN
13594.0000,-0.4321,2.5274,0,NaN,NaN
13595.0000,-0.4262,2.5333,0,NaN,NaN
13596.0000,-0.4115,2.5480,0,NaN,NaN
13597.0000,-0.3821,2.5656,0,NaN,NaN
13598.0000,-0.3615,2.5744,0,NaN,NaN
13599.0000,-0.3174,2.5744,0,NaN,NaN
13600.0000,-0.2733,2.5774,0,NaN,NaN
13601.0000,-0.2057,2.5950,0,NaN,NaN
13602.0000,-0.1234,2.6185,0,NaN,NaN
13603.0000,-0.0176,2.6450,0,NaN,NaN
13604.0000,0.1264,2.6626,0,NaN,NaN
13605.0000,0.2733,2.6744,0,NaN,NaN
13606.0000,0.4262,2.6979,0,NaN,NaN
13607.0000,0.5437,2.6979,0,NaN,NaN
13608.0000,0.6437,2.7009,0,NaN,NaN
13609.0000,0.7641,2.6950,0,NaN,NaN
13610.0000,0.9258,2.6832,0,NaN,NaN
13611.0000,1.0932,2.7009,0,NaN,NaN
13612.0000,1.2343,2.7185,0,NaN,NaN
13613.0000,1.3606,2.7420,0,NaN,NaN
13614.0000,1.4663,2.7567,0,NaN,NaN
13615.0000,1.5926,2.7744,0,NaN,NaN
13616.0000,1.7189,2.7920,0,NaN,NaN
13617.0000,1.8804,2.7920,0,NaN,NaN
13618.0000,2.0067,2.7920,0,NaN,NaN
13619.0000,2.0976,2.7891,0,NaN,NaN
13620.0000,2.1329,2.7920,0,NaN,NaN
13621.0000,2.1652,2.7744,0,NaN,NaN
13622.0000,2.1857,2.7538,0,NaN,NaN
13623.0000,2.2268,2.7303,0,NaN,NaN
13624.0000,2.2591,2.7244,0,NaN,NaN
13625.0000,2.2884,2.7156,0,NaN,NaN
13626.0000,2.2972,2.7097,0,NaN,NaN
13627.0000,2.3002,2.7038,0,NaN,NaN
13628.0000,2.3031,2.7009,0,NaN,NaN
13629.0000,2.2884,2.6891,0,NaN,NaN
13630.0000,2.2737,2.6832,0,NaN,NaN
13631.0000,2.2532,2.6803,0,NaN,NaN
13632.0000,2.2473,2.6862,0,NaN,NaN
13633.0000,2.2444,2.6921,0,NaN,NaN
13634.0000,2.2444,2.6950,0,NaN,NaN
13635.0000,2.2356,2.7009,0,NaN,NaN
13636.0000,2.2239,2.7126,0,NaN,NaN
13637.0000,2.2180,2.7215,0,NaN,NaN
13638.0000,2.2209,2.7303,0,NaN,NaN
13639.0000,2.2327,2.7185,0,NaN,NaN
13640.0000,2.2444,2.7097,0,NaN,NaN
13641.0000,2.2591,2.6979,0,NaN,NaN
13642.0000,2.2620,2.6950,0,NaN,NaN
13643.0000,2.2649,2.6921,0,NaN,NaN
13644.0000,2.2679,2.6891,0,NaN,NaN
13645.0000,2.2679,2.6832,0,NaN,NaN
13646.0000,2.2649,2.6803,0,NaN,NaN
13647.0000,2.2620,2.6803,0,NaN,NaN
13648.0000,2.2708,2.6803,0,NaN,NaN
13649.0000,2.2825,2.6832,0,NaN,NaN
13650.0000,2.2884,2.6921,0,NaN,NaN
13651.0000,2.2825,2.7038,0,NaN,NaN
13652.0000,2.2796,2.7067,0,NaN,NaN
13653.0000,2.2796,2.7067,0,NaN,NaN
13654.0000,2.2737,2.7097,0,NaN,NaN
13655.0000,2.2708,2.7097,0,NaN,NaN
13656.0000,2.2796,2.7097,0,NaN,NaN
13657.0000,2.2884,2.7126,0,NaN,NaN
13658.0000,2.3060,2.7156,0,NaN,NaN
13659.0000,2.3090,2.7215,0,NaN,NaN
13660.0000,2.3090,2.7215,0,NaN,NaN
13661.0000,2.3060,2.7215,0,NaN,NaN
13662.0000,2.3002,2.7185,0,NaN,NaN
13663.0000,2.3002,2.7156,0,NaN,NaN
13664.0000,2.2943,2.7156,0,NaN,NaN
13665.0000,2.2914,2.7067,0,NaN,NaN
13666.0000,2.2884,2.6979,0,NaN,NaN
13667.0000,2.2914,2.6891,0,NaN,NaN
13668.0000,2.2943,2.6921,0,NaN,NaN
13669.0000,2.2972,2.6979,0,NaN,NaN
13670.0000,2.3060,2.7038,0,NaN,NaN
13671.0000,2.3148,2.7038,0,NaN,NaN
13672.0000,2.3148,2.7067,0,NaN,NaN
13673.0000,2.3090,2.7009,0,NaN,NaN
13674.0000,2.3060,2.6950,0,NaN,NaN
13675.0000,2.3060,2.6891,0,NaN,NaN
13676.0000,2.3031,2.6979,0,NaN,NaN
13677.0000,2.3060,2.7097,0,NaN,NaN
13678.0000,2.3060,2.7156,0,NaN,NaN
13679.0000,2.3060,2.7126,0,NaN,NaN
13680.0000,2.3119,2.7067,0,NaN,NaN
13681.0000,2.3236,2.7038,0,NaN,NaN
13682.0000,2.3324,2.7009,0,NaN,NaN
13683.0000,2.3324,2.7009,0,NaN,NaN
13684.0000,2.3354,2.6979,0,NaN,NaN
13685.0000,2.3383,2.6979,0,NaN,NaN
13686.0000,2.3383,2.6979,0,NaN,NaN
13687.0000,2.3383,2.6950,0,NaN,NaN
13688.0000,2.3383,2.6950,0,NaN,NaN
13689.0000,2.3383,2.6950,0,NaN,NaN
13690.0000,2.3354,2.7067,0,NaN,NaN
13691.0000,2.3295,2.7185,0,NaN,NaN
13692.0000,2.3324,2.7303,0,NaN,NaN
13693.0000,2.3412,2.7303,0,NaN,NaN
13694.0000,2.3500,2.7185,0,NaN,NaN
13695.0000,2.3500,2.7097,0,NaN,NaN
13696.0000,2.3442,2.7038,0,NaN,NaN
13697.0000,2.3383,2.7126,0,NaN,NaN
13698.0000,2.3354,2.7185,0,NaN,NaN
13699.0000,2.3412,2.7215,0,NaN,NaN
13700.0000,2.3471,2.7215,0,NaN,NaN
13701.0000,2.3559,2.7215,0,NaN,NaN
13702.0000,2.3530,2.7244,0,NaN,NaN
13703.0000,2.3530,2.7273,0,NaN,NaN
13704.0000,2.3559,2.7273,0,NaN,NaN
13705.0000,2.3559,2.7273,0,NaN,NaN
13706.0000,2.3588,2.7273,0,NaN,NaN
13707.0000,2.3588,2.7244,0,NaN,NaN
13708.0000,2.3559,2.7244,0,NaN,NaN
13709.0000,2.3559,2.7185,0,NaN,NaN
13710.0000,2.3530,2.7126,0,NaN,NaN
13711.0000,2.3500,2.7156,0,NaN,NaN
13712.0000,2.3442,2.7273,0,NaN,NaN
13713.0000,2.3442,2.7361,0,NaN,NaN
13714.0000,2.3442,2.7361,0,NaN,NaN
13715.0000,2.3471,2.7361,0,NaN,NaN
13716.0000,2.3500,2.7303,0,NaN,NaN
13717.0000,2.3530,2.7273,0,NaN,NaN
13718.0000,2.3530,2.7273,0,NaN,NaN
13719.0000,2.3471,2.7303,0,NaN,NaN
13720.0000,2.3471,2.7303,0,NaN,NaN
13721.0000,2.3500,2.7303,0,NaN,NaN
13722.0000,2.3500,2.7244,0,NaN,NaN
13723.0000,2.3442,2.7215,0,NaN,NaN
13724.0000,2.3442,2.7185,0,NaN,NaN
13725.0000,2.3471,2.7185,0,NaN,NaN
13726.0000,2.3530,2.7273,0,NaN,NaN
13727.0000,2.3559,2.7391,0,NaN,NaN
13728.0000,2.3559,2.7508,0,NaN,NaN
13729.0000,2.3588,2.7508,0,NaN,NaN
13730.0000,2.3618,2.7538,0,NaN,NaN
13731.0000,2.3618,2.7538,0,NaN,NaN
13732.0000,2.3559,2.7567,0,NaN,NaN
13733.0000,2.3471,2.7597,0,NaN,NaN
13734.0000,2.3471,2.7655,0,NaN,NaN
13735.0000,2.3530,2.7655,0,NaN,NaN
13736.0000,2.3588,2.7626,0,NaN,NaN
13737.0000,2.3676,2.7626,0,NaN,NaN
13738.0000,2.3706,2.7597,0,NaN,NaN
13739.0000,2.3735,2.7567,0,NaN,NaN
13740.0000,2.3735,2.7567,0,NaN,NaN
13741.0000,2.3794,2.7538,0,NaN,NaN
13742.0000,2.3853,2.7508,0,NaN,NaN
13743.0000,2.3735,2.7508,0,NaN,NaN
13744.0000,2.3618,2.7538,0,NaN,NaN
13745.0000,2.3559,2.7538,0,NaN,NaN
13746.0000,2.3676,2.7479,0,NaN,NaN
13747.0000,2.3764,2.7420,0,NaN,NaN
13748.0000,2.3764,2.7391,0,NaN,NaN
13749.0000,2.3794,2.7479,0,NaN,NaN
13750.0000,2.3794,2.7567,0,NaN,NaN
13751.0000,2.3735,2.7626,0,NaN,NaN
13752.0000,2.3647,2.7567,0,NaN,NaN
13753.0000,2.3530,2.7508,0,NaN,NaN
13754.0000,2.3500,2.7450,0,NaN,NaN
13755.0000,2.3500,2.7450,0,NaN,NaN
13756.0000,2.3530,2.7508,0,NaN,NaN
13757.0000,2.3559,2.7567,0,NaN,NaN
13758.0000,2.3559,2.7626,0,NaN,NaN
13759.0000,2.3471,2.7597,0,NaN,NaN
13760.0000,2.3383,2.7567,0,NaN,NaN
13761.0000,2.3295,2.7538,0,NaN,NaN
13762.0000,2.3295,2.7567,0,NaN,NaN
13763.0000,2.3295,2.7538,0,NaN,NaN
13764.0000,2.3266,2.7508,0,NaN,NaN
13765.0000,2.3236,2.7479,0,NaN,NaN
13766.0000,2.3207,2.7479,0,NaN,NaN
13767.0000,2.3236,2.7479,0,NaN,NaN
13768.0000,2.3324,2.7508,0,NaN,NaN
13769.0000,2.3354,2.7538,0,NaN,NaN
13770.0000,2.3295,2.7567,0,NaN,NaN
13771.0000,2.3266,2.7626,0,NaN,NaN
13772.0000,2.3236,2.7685,0,NaN,NaN
13773.0000,2.3207,2.7744,0,NaN,NaN
13774.0000,2.3178,2.7744,0,NaN,NaN
13775.0000,2.3148,2.7714,0,NaN,NaN
13776.0000,2.3207,2.7626,0,NaN,NaN
13777.0000,2.3266,2.7538,0,NaN,NaN
13778.0000,2.3324,2.7538,0,NaN,NaN
13779.0000,2.3295,2.7597,0,NaN,NaN
13780.0000,2.3295,2.7685,0,NaN,NaN
13781.0000,2.3266,2.7685,0,NaN,NaN
13782.0000,2.3266,2.7597,0,NaN,NaN
13783.0000,2.3236,2.7567,0,NaN,NaN
13784.0000,2.3178,2.7626,0,NaN,NaN
13785.0000,2.3119,2.7685,0,NaN,NaN
13786.0000,2.3119,2.7685,0,NaN,NaN
13787.0000,2.3148,2.7685,0,NaN,NaN
13788.0000,2.3178,2.7685,0,NaN,NaN
13789.0000,2.3178,2.7685,0,NaN,NaN
13790.0000,2.3178,2.7714,0,NaN,NaN
13791.0000,2.3178,2.7714,0,NaN,NaN
13792.0000,2.3207,2.7685,0,NaN,NaN
13793.0000,2.3207,2.7655,0,NaN,NaN
13794.0000,2.3236,2.7626,0,NaN,NaN
13795.0000,2.3236,2.7626,0,NaN,NaN
13796.0000,2.3236,2.7597,0,NaN,NaN
13797.0000,2.3207,2.7597,0,NaN,NaN
13798.0000,2.3178,2.7567,0,NaN,NaN
13799.0000,2.3090,2.7538,0,NaN,NaN
13800.0000,2.3031,2.7626,0,NaN,NaN
13801.0000,2.3002,2.7744,0,NaN,NaN
13802.0000,2.2972,2.7891,0,NaN,NaN
13803.0000,2.3002,2.7920,0,NaN,NaN
13804.0000,2.3148,2.7832,0,NaN,NaN
13805.0000,2.3295,2.7685,0,NaN,NaN
13806.0000,2.3354,2.7567,0,NaN,NaN
13807.0000,2.3295,2.7597,0,NaN,NaN
13808.0000,2.3207,2.7626,0,NaN,NaN
13809.0000,2.3178,2.7655,0,NaN,NaN
13810.0000,2.3178,2.7714,0,NaN,NaN
13811.0000,2.3119,2.7744,0,NaN,NaN
13812.0000,2.3060,2.7773,0,NaN,NaN
13813.0000,2.2972,2.7773,0,NaN,NaN
13814.0000,2.2943,2.7832,0,NaN,NaN
13815.0000,2.2914,2.7891,0,NaN,NaN
13816.0000,2.2884,2.7861,0,NaN,NaN
13817.0000,2.2943,2.7802,0,NaN,NaN
13818.0000,2.3031,2.7744,0,NaN,NaN
13819.0000,2.3119,2.7802,0,NaN,NaN
13820.0000,2.3119,2.7861,0,NaN,NaN
13821.0000,2.3119,2.7920,0,NaN,NaN
